"","Incident.Date","State","City.Or.County","Address","X..Killed","X..Injured","Operations","fullad","long","lat"
"171","30-Jul-16","Missouri","Saint Louis","5000 block of Kensington Ave",0,5,"N/A","5000 block of Kensington Ave ,  Saint Louis ,  Missouri","-90.2631671","38.653869"
"172","30-Jul-16","Georgia","Townsend (Eulonia)","14699 Highway 17",0,5,"N/A","14699 Highway 17 ,  Townsend (Eulonia) ,  Georgia","-81.4304998","31.52495"
"173","30-Jul-16","Washington","Mukilteo","10009 Chennault Beach",3,1,"N/A","10009 Chennault Beach ,  Mukilteo ,  Washington","NA","NA"
"174","29-Jul-16","Georgia","Athens","Trail Creek St",0,7,"N/A","Trail Creek St ,  Athens ,  Georgia","NA","NA"
"175","28-Jul-16","New York","Elmira","303 College Ave",0,5,"N/A","303 College Ave ,  Elmira ,  New York","-76.8105769","42.0896554"
"176","28-Jul-16","Maryland","Baltimore","Greenmount Avenue",0,4,"N/A","Greenmount Avenue ,  Baltimore ,  Maryland","-76.6094629","39.3188223"
"177","28-Jul-16","Illinois","Chicago","800 block of West 50th Place",2,2,"N/A","800 block of West 50th Place ,  Chicago ,  Illinois","-87.6453979","41.8024773"
"178","25-Jul-16","Florida","Fort Myers","3580 Evans Ave",2,19,"N/A","3580 Evans Ave ,  Fort Myers ,  Florida","-81.8603207","26.6107261"
"179","24-Jul-16","Ohio","Hamilton","1555 Main St",1,7,"N/A","1555 Main St ,  Hamilton ,  Ohio","-84.5993119","39.428343"
"180","23-Jul-16","South Carolina","North Charleston","3630 Ashley Phosphate Road",0,4,"N/A","3630 Ashley Phosphate Road ,  North Charleston ,  South Carolina","-80.0846833","32.9256053"
"181","23-Jul-16","New York","Brooklyn","Fountain Avenue",0,4,"N/A","Fountain Avenue ,  Brooklyn ,  New York","-73.8711445","40.6657986"
"182","23-Jul-16","Ohio","Cincinnati","3400 block of Beekman Street",2,2,"N/A","3400 block of Beekman Street ,  Cincinnati ,  Ohio","NA","NA"
"183","23-Jul-16","Texas","Bastrop","202 Childers Drive",4,1,"N/A","202 Childers Drive ,  Bastrop ,  Texas","NA","NA"
"184","22-Jul-16","Illinois","Kankakee","300 block of North Wildwood Avenue",0,5,"N/A","300 block of North Wildwood Avenue ,  Kankakee ,  Illinois","-87.8536075","41.1218539"
"185","21-Jul-16","Illinois","Chicago","4400 block of South Leamington",0,5,"N/A","4400 block of South Leamington ,  Chicago ,  Illinois","-87.752214","41.812846"
"186","20-Jul-16","California","Fresno","Hedges at Peach and Olive",0,4,"N/A","Hedges at Peach and Olive ,  Fresno ,  California","NA","NA"
"187","19-Jul-16","Arkansas","West Memphis","13th Street and Tyler Avenue",0,4,"N/A","13th Street and Tyler Avenue ,  West Memphis ,  Arkansas","-90.168781","35.1433327"
"188","17-Jul-16","Louisiana","Baton Rouge","9611 Airline Highway",4,3,"N/A","9611 Airline Highway ,  Baton Rouge ,  Louisiana","-91.0822147","30.4339132"
"189","17-Jul-16","Texas","Houston","6610 Tidwell",1,3,"N/A","6610 Tidwell ,  Houston ,  Texas","-95.3029811","29.8478847"
"190","17-Jul-16","Michigan","Detroit","Grand River and McGraw avenue",0,4,"N/A","Grand River and McGraw avenue ,  Detroit ,  Michigan","-83.1009443","42.3533894"
"191","16-Jul-16","Texas","Dallas","6300 block of Benavides Drive",0,5,"N/A","6300 block of Benavides Drive ,  Dallas ,  Texas","NA","NA"
"192","16-Jul-16","Ohio","Cleveland","5000 block of Euclid Avenue",0,5,"N/A","5000 block of Euclid Avenue ,  Cleveland ,  Ohio","-81.6542815","41.5039407"
"193","16-Jul-16","California","San Bernardino","1200 block of West 25th Street",0,4,"N/A","1200 block of West 25th Street ,  San Bernardino ,  California","NA","NA"
"194","16-Jul-16","California","Bakersfield","621 Stephens Drive",1,14,"N/A","621 Stephens Drive ,  Bakersfield ,  California","-119.0359232","35.347847"
"195","16-Jul-16","Tennessee","Clarksville","1348 College Street",0,6,"N/A","1348 College Street ,  Clarksville ,  Tennessee","-87.3363158","36.540861"
"196","15-Jul-16","Washington","Woodland","4006 NW 417th Street",3,1,"N/A","4006 NW 417th Street ,  Woodland ,  Washington","-122.7124209","45.9231023"
"197","14-Jul-16","Texas","Crosby","400 block of Pecan Avenue",3,1,"N/A","400 block of Pecan Avenue ,  Crosby ,  Texas","-95.0662297","29.8723599"
"198","14-Jul-16","California","Oakland","1600 block of 7th Street",0,4,"N/A","1600 block of 7th Street ,  Oakland ,  California","-122.2982197","37.8062846"
"199","14-Jul-16","Ohio","Akron","900 block of Moeller Avenue",1,3,"N/A","900 block of Moeller Avenue ,  Akron ,  Ohio","-81.5449249","41.0692133"
"200","13-Jul-16","Georgia","Warner Robins","105 Magnolia Avenue",0,5,"N/A","105 Magnolia Avenue ,  Warner Robins ,  Georgia","-83.615857","32.643751"
"201","13-Jul-16","Missouri","Saint Louis","3000 block of Miami St",2,2,"N/A","3000 block of Miami St ,  Saint Louis ,  Missouri","-90.234406","38.59048"
"202","11-Jul-16","Maryland","Baltimore","1800 block of W. North Avenue",0,5,"N/A","1800 block of W. North Avenue ,  Baltimore ,  Maryland","NA","NA"
"203","11-Jul-16","Michigan","Jackson","500 block of Summit Avenue",0,4,"N/A","500 block of Summit Avenue ,  Jackson ,  Michigan","-84.3880416","42.2466072"
"204","11-Jul-16","Michigan","Saint Joseph","811 Port St",3,2,"N/A","811 Port St ,  Saint Joseph ,  Michigan","-86.4772334","42.1101154"
"205","11-Jul-16","District of Columbia","Washington","5100 block of Call Pl., SE",0,4,"N/A","5100 block of Call Pl., SE ,  Washington ,  District of Columbia","-76.9283874","38.8843111"
"206","7-Jul-16","Tennessee","Bristol","536 Volunteer Parkway",1,4,"N/A","536 Volunteer Parkway ,  Bristol ,  Tennessee","-82.1861058","36.5871763"
"207","7-Jul-16","Texas","Dallas","800 Main St",5,9,"N/A","800 Main St ,  Dallas ,  Texas","NA","NA"
"208","7-Jul-16","Louisiana","Baton Rouge","2136 North Lobdell Avenue",0,4,"N/A","2136 North Lobdell Avenue ,  Baton Rouge ,  Louisiana","-91.1180452","30.4680064"
"209","5-Jul-16","California","Los Angeles","56th Street and Naomi Avenue",0,4,"N/A","56th Street and Naomi Avenue ,  Los Angeles ,  California","NA","NA"
"210","4-Jul-16","Pennsylvania","Pittsburgh","Seventh  Ave and Liberty Ave",0,4,"N/A","Seventh  Ave and Liberty Ave ,  Pittsburgh ,  Pennsylvania","-79.9973626","40.4431054"
"211","4-Jul-16","Illinois","Chicago (Englewood)","5500 block of South Hermitage Avenue",0,4,"N/A","5500 block of South Hermitage Avenue ,  Chicago (Englewood) ,  Illinois","-87.6682188","41.7935899"
"212","4-Jul-16","New York","Brooklyn","419 Chauncey Street",0,7,"N/A","419 Chauncey Street ,  Brooklyn ,  New York","-73.9176804","40.6819584"
"213","4-Jul-16","Ohio","Cleveland","1400 block of W. 107 Street",0,4,"N/A","1400 block of W. 107 Street ,  Cleveland ,  Ohio","-81.761476","41.4817352"
"214","4-Jul-16","Texas","Houston","1300 block of Robin",3,2,"N/A","1300 block of Robin ,  Houston ,  Texas","-95.3806045","29.7565882"
"215","4-Jul-16","Arizona","Phoenix","4000 block of West Southern Avenue",2,6,"N/A","4000 block of West Southern Avenue ,  Phoenix ,  Arizona","NA","NA"
"216","3-Jul-16","Louisiana","Monroe","401 Lea Joyner Memorial Expy",2,3,"N/A","401 Lea Joyner Memorial Expy ,  Monroe ,  Louisiana","-92.1070681","32.5025818"
"217","3-Jul-16","Tennessee","Chattanooga","2300 block of Daisy Street",0,4,"N/A","2300 block of Daisy Street ,  Chattanooga ,  Tennessee","NA","NA"
"218","30-Jun-16","Illinois","Chicago","9500 block of South Loomis Street",1,4,"N/A","9500 block of South Loomis Street ,  Chicago ,  Illinois","-87.6577041","41.7210988"
"219","29-Jun-16","Nevada","Las Vegas","6100 block of West Lake Mead Boulevard",5,0,"N/A","6100 block of West Lake Mead Boulevard ,  Las Vegas ,  Nevada","-115.2239793","36.1957802"
"220","28-Jun-16","California","Los Angeles","13800 block of S Avalon Boulevard",1,3,"N/A","13800 block of S Avalon Boulevard ,  Los Angeles ,  California","-118.2652934","33.9063989"
"221","28-Jun-16","Illinois","Chicago","1600 block of South Christiana",0,4,"N/A","1600 block of South Christiana ,  Chicago ,  Illinois","NA","NA"
"222","27-Jun-16","Oregon","Woodburn","13436 Killiam Loop NE",3,1,"N/A","13436 Killiam Loop NE ,  Woodburn ,  Oregon","-122.7842785","45.1478739"
"223","26-Jun-16","South Carolina","Bennettsville","Highway 38 N",0,4,"N/A","Highway 38 N ,  Bennettsville ,  South Carolina","-79.679436","34.6084346"
"224","26-Jun-16","Georgia","Atlanta","1500 block of Moreland Avenue SE",1,4,"N/A","1500 block of Moreland Avenue SE ,  Atlanta ,  Georgia","-84.3486644","33.7111825"
"225","26-Jun-16","Texas","Houston","6000 block of Elm Street",1,3,"N/A","6000 block of Elm Street ,  Houston ,  Texas","-95.4869789","29.7127764"
"226","26-Jun-16","Texas","Corpus Christi","Baldwin Blvd  and Lamar",0,4,"N/A","Baldwin Blvd  and Lamar ,  Corpus Christi ,  Texas","-97.4213592","27.7741197"
"227","26-Jun-16","North Carolina","Charlotte","2240 Camp Greene St.",0,5,"N/A","2240 Camp Greene St. ,  Charlotte ,  North Carolina","-80.8849712","35.2246218"
"228","25-Jun-16","Texas","Fort Worth","2466 East Lancaster Avenue",2,5,"N/A","2466 East Lancaster Avenue ,  Fort Worth ,  Texas","-97.2916452","32.7443545"
"229","25-Jun-16","Virginia","Norfolk","700 block of Craig Street",0,4,"N/A","700 block of Craig Street ,  Norfolk ,  Virginia","-76.2786591","36.8281956"
"230","25-Jun-16","Illinois","Chicago","1400 block of W. 114th Place",0,4,"N/A","1400 block of W. 114th Place ,  Chicago ,  Illinois","-87.6569173","41.6860028"
"231","24-Jun-16","Kansas","Kansas City","N. 3rd and Walker",0,4,"N/A","N. 3rd and Walker ,  Kansas City ,  Kansas","NA","NA"
"232","24-Jun-16","Connecticut","Hartford","Brook and Winter Street",0,5,"N/A","Brook and Winter Street ,  Hartford ,  Connecticut","NA","NA"
"233","24-Jun-16","Maryland","District Heights","3100 block of Orleans Ave",3,2,"N/A","3100 block of Orleans Ave ,  District Heights ,  Maryland","NA","NA"
"234","22-Jun-16","Washington","Olympia","500 block of Dutterow Road SE",3,1,"N/A","500 block of Dutterow Road SE ,  Olympia ,  Washington","NA","NA"
"235","22-Jun-16","Georgia","Dekalb (county)","Lancashire Drive and Central Drive",1,4,"N/A","Lancashire Drive and Central Drive ,  Dekalb (county) ,  Georgia","NA","NA"
"236","22-Jun-16","Illinois","Chicago","3100 block of West Warren",0,4,"N/A","3100 block of West Warren ,  Chicago ,  Illinois","-87.7038016","41.8819174"
"237","21-Jun-16","New Jersey","Willingboro","Mosshill Lane",0,4,"N/A","Mosshill Lane ,  Willingboro ,  New Jersey","-74.8923405","40.031029"
"238","21-Jun-16","Kentucky","Louisville","2802 Rodman Street",2,2,"N/A","2802 Rodman Street ,  Louisville ,  Kentucky","-85.7701288","38.2088656"
"239","19-Jun-16","Virginia","Roanoke","2328 Melrose Avenue",0,4,"N/A","2328 Melrose Avenue ,  Roanoke ,  Virginia","NA","NA"
"240","18-Jun-16","Virginia","Exmore","Fredrick Douglas Road",1,3,"N/A","Fredrick Douglas Road ,  Exmore ,  Virginia","NA","NA"
"241","18-Jun-16","Georgia","Waycross","2625 Arnold Ct",2,2,"N/A","2625 Arnold Ct ,  Waycross ,  Georgia","-82.3755135","31.222011"
"242","18-Jun-16","Illinois","Chicago","East 79th Street and South Escanaba Avenue",0,4,"N/A","East 79th Street and South Escanaba Avenue ,  Chicago ,  Illinois","-87.5540382","41.7518868"
"243","14-Jun-16","Delaware","Wilmington","South Van Buren and Elm streets",0,4,"N/A","South Van Buren and Elm streets ,  Wilmington ,  Delaware","-75.5645628","39.7407805"
"244","14-Jun-16","California","Oakland","1301 Franklin Street",1,3,"N/A","1301 Franklin Street ,  Oakland ,  California","-122.2705004","37.8034622"
"245","13-Jun-16","California","Fresno","East El Monte Way and Recreation Avenue",0,4,"N/A","East El Monte Way and Recreation Avenue ,  Fresno ,  California","-119.7387116","36.7349771"
"246","13-Jun-16","New York","Brooklyn","Avenue D and E. 57th",0,5,"N/A","Avenue D and E. 57th ,  Brooklyn ,  New York","-73.9226193","40.6427459"
"247","13-Jun-16","Illinois","Chicago","3200 block of West Congress",0,5,"N/A","3200 block of West Congress ,  Chicago ,  Illinois","NA","NA"
"248","12-Jun-16","Florida","Orlando","1912 S Orange Avenue",50,53,"N/A","1912 S Orange Avenue ,  Orlando ,  Florida","-81.3768459","28.5196118"
"249","11-Jun-16","New Mexico","Roswell","2300 block of Davis Ave",5,0,"N/A","2300 block of Davis Ave ,  Roswell ,  New Mexico","-104.5184652","33.4198165"
"250","11-Jun-16","Minnesota","Webster","4000 block of Elmore Avenue",0,4,"N/A","4000 block of Elmore Avenue ,  Webster ,  Minnesota","-93.3728498","44.5297813"
"251","11-Jun-16","California","Stockton","Alvarado Avenue",1,3,"N/A","Alvarado Avenue ,  Stockton ,  California","NA","NA"
"252","11-Jun-16","California","Panorama City","8500 block of Cedros Avenue",3,2,"N/A","8500 block of Cedros Avenue ,  Panorama City ,  California","NA","NA"
"253","11-Jun-16","North Carolina","Charlotte","4000 block of Collegiate Avenue",1,3,"N/A","4000 block of Collegiate Avenue ,  Charlotte ,  North Carolina","-80.7105361","35.3242274"
"254","9-Jun-16","Florida","Fort Walton Beach","Landview Drive",0,4,"N/A","Landview Drive ,  Fort Walton Beach ,  Florida","-86.648831","30.462036"
"255","8-Jun-16","District of Columbia","Washington","North Capitol Street and New York Avenue NW",0,4,"N/A","North Capitol Street and New York Avenue NW ,  Washington ,  District of Columbia","-77.009194","38.9073545"
"256","8-Jun-16","Massachusetts","Boston","66 Washington St",1,3,"N/A","66 Washington St ,  Boston ,  Massachusetts","-71.142501","42.343197"
"257","6-Jun-16","California","Visalia","33 60 South Fairway Street",0,4,"N/A","33 60 South Fairway Street ,  Visalia ,  California","NA","NA"
"258","5-Jun-16","Minnesota","Minneapolis","8th and Humboldt Avenue N.",0,4,"N/A","8th and Humboldt Avenue N. ,  Minneapolis ,  Minnesota","-93.2981823","44.9863398"
"259","5-Jun-16","Florida","Cape Coral","2600 block of Skyline Boulevard S",3,3,"N/A","2600 block of Skyline Boulevard S ,  Cape Coral ,  Florida","-81.9909408","26.6035305"
"260","5-Jun-16","Arizona","Phoenix","8152 N Black Canyon Hwy",2,4,"N/A","8152 N Black Canyon Hwy ,  Phoenix ,  Arizona","-112.1140293","33.5564792"
"261","5-Jun-16","New York","Brooklyn","Mermaid Ave and 16th St.",0,4,"N/A","Mermaid Ave and 16th St. ,  Brooklyn ,  New York","NA","NA"
"262","4-Jun-16","Colorado","Denver","3600 block of Hudson Street",3,1,"N/A","3600 block of Hudson Street ,  Denver ,  Colorado","-104.9234444","39.7674446"
"263","31-May-16","Illinois","Chicago","3300 block of West Huron Street",0,4,"N/A","3300 block of West Huron Street ,  Chicago ,  Illinois","-87.7089351","41.8936911"
"264","31-May-16","Indiana","Fort Wayne","6600 block of Pawawna Drive",0,4,"N/A","6600 block of Pawawna Drive ,  Fort Wayne ,  Indiana","-85.0571391","41.1059598"
"265","30-May-16","Maryland","Baltimore","500 block of East 43rd Street",0,5,"N/A","500 block of East 43rd Street ,  Baltimore ,  Maryland","NA","NA"
"266","30-May-16","California","Sacramento","3900 block of 44th",0,5,"N/A","3900 block of 44th ,  Sacramento ,  California","-121.4554443","38.5394525"
"267","29-May-16","Nevada","Las Vegas","200 block of N 3rd St",0,4,"N/A","200 block of N 3rd St ,  Las Vegas ,  Nevada","-115.1413268","36.1720387"
"268","29-May-16","New Jersey","Trenton","600 block of Martin Luther King Jr. Boulevard",0,6,"N/A","600 block of Martin Luther King Jr. Boulevard ,  Trenton ,  New Jersey","-74.763225","40.229425"
"269","29-May-16","Indiana","Indianapolis","300 block of South Meridian Street",0,4,"N/A","300 block of South Meridian Street ,  Indianapolis ,  Indiana","-86.1600739","39.7625906"
"270","29-May-16","Texas","Houston","13210 Memorial Drive",2,6,"N/A","13210 Memorial Drive ,  Houston ,  Texas","-95.5741375","29.7730265"
"271","23-May-16","New Jersey","Newark","102 Isabella Avenue",0,5,"N/A","102 Isabella Avenue ,  Newark ,  New Jersey","-74.2209361","40.741444"
"272","22-May-16","Louisiana","New Orleans","8639 Apple St",0,4,"N/A","8639 Apple St ,  New Orleans ,  Louisiana","-90.1237075","29.9616419"
"273","22-May-16","California","Stockton","Poplar and Sutter Streets",1,3,"N/A","Poplar and Sutter Streets ,  Stockton ,  California","-121.2882889","37.962289"
"274","22-May-16","Tennessee","Nashville","100 block of Rains Avenue",0,4,"N/A","100 block of Rains Avenue ,  Nashville ,  Tennessee","-86.7638002","36.1401248"
"275","21-May-16","Georgia","Jackson","Levi Barnes Road",1,3,"N/A","Levi Barnes Road ,  Jackson ,  Georgia","-84.0273833","33.2598338"
"276","18-May-16","Indiana","Indianapolis","34th Street and North Keystone Avenue",0,4,"N/A","34th Street and North Keystone Avenue ,  Indianapolis ,  Indiana","NA","NA"
"277","17-May-16","South Carolina","Ravenel","5360 Savannah Highway",3,1,"N/A","5360 Savannah Highway ,  Ravenel ,  South Carolina","-80.203702","32.784928"
"278","15-May-16","Indiana","Evansville","420 North Garvin Street",0,4,"N/A","420 North Garvin Street ,  Evansville ,  Indiana","NA","NA"
"279","15-May-16","Georgia","Moultrie","Rossman Dairy Road",5,0,"N/A","Rossman Dairy Road ,  Moultrie ,  Georgia","-83.8518009","31.2123524"
"280","14-May-16","Georgia","Atlanta","Cordova and Peoples Street",0,5,"N/A","Cordova and Peoples Street ,  Atlanta ,  Georgia","NA","NA"
"281","14-May-16","West Virginia","Charleston","2337 Washington St W",1,3,"N/A","2337 Washington St W ,  Charleston ,  West Virginia","NA","NA"
"282","11-May-16","Alabama","Birmingham","1400 block of 21st Street N",1,4,"N/A","1400 block of 21st Street N ,  Birmingham ,  Alabama","-86.814271","33.531259"
"283","11-May-16","Illinois","Chicago","7100 block of South State Street",0,5,"N/A","7100 block of South State Street ,  Chicago ,  Illinois","-87.6248645","41.7639336"
"284","8-May-16","Texas","Austin","8600 block of North Lamar",1,3,"N/A","8600 block of North Lamar ,  Austin ,  Texas","-97.7046928","30.3546103"
"285","6-May-16","Michigan","Detroit","12300 block of Gratiot",1,4,"N/A","12300 block of Gratiot ,  Detroit ,  Michigan","NA","NA"
"286","6-May-16","Alabama","Montgomery","1300 block of Clay Street",1,3,"N/A","1300 block of Clay Street ,  Montgomery ,  Alabama","-86.3332762","32.3757177"
"287","6-May-16","Maryland","Bethesda","7101 Democracy Blvd",3,3,"N/A","7101 Democracy Blvd ,  Bethesda ,  Maryland","-77.1474828","39.0257056"
"288","5-May-16","Louisiana","Shreveport","300 block of North Thomas Drive",2,6,"N/A","300 block of North Thomas Drive ,  Shreveport ,  Louisiana","NA","NA"
"289","5-May-16","Florida","Miami","2108 NW 19th Terrace",1,3,"N/A","2108 NW 19th Terrace ,  Miami ,  Florida","-80.227331","25.7937372"
"290","4-May-16","Minnesota","Minneapolis","16th Avenue North and Newton Avenue North",1,7,"N/A","16th Avenue North and Newton Avenue North ,  Minneapolis ,  Minnesota","-93.30571","44.99522"
"291","1-May-16","Tennessee","Murfreesboro","1955 Old Castle Drive",0,5,"N/A","1955 Old Castle Drive ,  Murfreesboro ,  Tennessee","-86.349051","35.822794"
"292","29-Apr-16","Missouri","Saint Louis (Ferguson)","400 block of N Dade Ave",0,4,"N/A","400 block of N Dade Ave ,  Saint Louis (Ferguson) ,  Missouri","-90.315066","38.7509246"
"293","29-Apr-16","California","Oakland","3200 block of San Pablo Avenue",0,5,"N/A","3200 block of San Pablo Avenue ,  Oakland ,  California","-122.2770867","37.822573"
"294","27-Apr-16","Louisiana","Baton Rouge","4300  Block of Kerrit Dr",2,2,"N/A","4300  Block of Kerrit Dr ,  Baton Rouge ,  Louisiana","-91.0871866","30.4903259"
"295","27-Apr-16","Mississippi","Kilmichael","Pecan Drive",3,1,"N/A","Pecan Drive ,  Kilmichael ,  Mississippi","-89.5724082","33.4353991"
"296","26-Apr-16","Maryland","District Heights (Forestville)","6500 block of Hil-Mar Drive",1,4,"N/A","6500 block of Hil-Mar Drive ,  District Heights (Forestville) ,  Maryland","-76.895417","38.8431713"
"297","25-Apr-16","Tennessee","Nashville","400 Charlotte Avenue",0,4,"N/A","400 Charlotte Avenue ,  Nashville ,  Tennessee","-86.7814597","36.166494"
"298","25-Apr-16","Florida","Miami","1506 Northwest 70th Street",0,5,"N/A","1506 Northwest 70th Street ,  Miami ,  Florida","NA","NA"
"299","24-Apr-16","Virginia","Halifax","1055 L P Bailey Memorial Hwy",0,5,"N/A","1055 L P Bailey Memorial Hwy ,  Halifax ,  Virginia","-78.9223163","36.7767091"
"300","24-Apr-16","Illinois","Chicago (Englewood)","2000 block of West 68th Place",2,3,"N/A","2000 block of West 68th Place ,  Chicago (Englewood) ,  Illinois","-87.6738704","41.7695536"
"301","24-Apr-16","Colorado","Denver","1400 block of 14th Street",0,4,"N/A","1400 block of 14th Street ,  Denver ,  Colorado","-105.0006961","39.7480015"
"302","23-Apr-16","Nevada","Las Vegas","1650 South Hollywood Boulevard",1,3,"N/A","1650 South Hollywood Boulevard ,  Las Vegas ,  Nevada","-115.025793","36.1526698"
"303","23-Apr-16","Alabama","Auburn","1200 block of Lee Road 83",3,1,"N/A","1200 block of Lee Road 83 ,  Auburn ,  Alabama","-85.4190304","32.5470452"
"304","23-Apr-16","Kansas","Topeka","3732 S.W. Topeka Boulevard",1,4,"N/A","3732 S.W. Topeka Boulevard ,  Topeka ,  Kansas","-95.6873432","38.9989899"
"305","23-Apr-16","New York","New York (Manhattan)","West 141st Street and Edgecombe Avenue",0,4,"N/A","West 141st Street and Edgecombe Avenue ,  New York (Manhattan) ,  New York","-73.9451634","40.8208788"
"306","22-Apr-16","Ohio","Piketon","4077 Union Hill Road",8,0,"N/A","4077 Union Hill Road ,  Piketon ,  Ohio","NA","NA"
"307","22-Apr-16","Georgia","Appling","3162 Johnson Drive",6,0,"N/A","3162 Johnson Drive ,  Appling ,  Georgia","-82.2246035","33.5991456"
"308","21-Apr-16","Maryland","Baltimore","4800 block of Frankford Avenue",0,4,"N/A","4800 block of Frankford Avenue ,  Baltimore ,  Maryland","-76.545298","39.3323899"
"309","19-Apr-16","Alabama","Blountsville","81551 Us Highway 278",1,4,"N/A","81551 Us Highway 278 ,  Blountsville ,  Alabama","-86.4690854","34.1599125"
"310","19-Apr-16","Illinois","Chicago","2700 block of West 53rd Street",1,3,"N/A","2700 block of West 53rd Street ,  Chicago ,  Illinois","-87.6914673","41.7973737"
"311","19-Apr-16","Illinois","Chicago","1400 block of West 84th Street",1,4,"N/A","1400 block of West 84th Street ,  Chicago ,  Illinois","-87.6583636","41.7413927"
"312","18-Apr-16","California","Long Beach","1200 block of E. 17th Street",1,3,"N/A","1200 block of E. 17th Street ,  Long Beach ,  California","NA","NA"
"313","17-Apr-16","Pennsylvania","Philadelphia","600 block of Westmoreland Street",3,1,"N/A","600 block of Westmoreland Street ,  Philadelphia ,  Pennsylvania","NA","NA"
"314","17-Apr-16","South Carolina","Pelzer","200 block of Eastview Road",1,3,"N/A","200 block of Eastview Road ,  Pelzer ,  South Carolina","-82.4371328","34.6458888"
"315","17-Apr-16","Texas","Edinburg","5021 W St Hwy 107",1,6,"N/A","5021 W St Hwy 107 ,  Edinburg ,  Texas","NA","NA"
"316","16-Apr-16","Michigan","Detroit","9500 block of Oakland",1,4,"N/A","9500 block of Oakland ,  Detroit ,  Michigan","-83.0741777","42.3882354"
"317","16-Apr-16","Florida","Orlando","1100 block of Conley Street",2,4,"N/A","1100 block of Conley Street ,  Orlando ,  Florida","-81.3935984","28.5329354"
"318","16-Apr-16","Alabama","Enterprise","Baxter Street",0,4,"N/A","Baxter Street ,  Enterprise ,  Alabama","-85.8154565","31.3036645"
"319","10-Apr-16","Wisconsin","Milwaukee","76th and Sheridan",1,3,"N/A","76th and Sheridan ,  Milwaukee ,  Wisconsin","-88.0060965","43.1182626"
"320","10-Apr-16","California","Los Angeles","84th Street and Towne Avenue",0,4,"N/A","84th Street and Towne Avenue ,  Los Angeles ,  California","NA","NA"
"321","9-Apr-16","Tennessee","Memphis","Mt Moriah Road and Ridgeway Road",0,4,"N/A","Mt Moriah Road and Ridgeway Road ,  Memphis ,  Tennessee","-89.8635211","35.0724222"
"322","9-Apr-16","Alabama","Anniston","West 15th Street and Crawford Avenue",0,4,"N/A","West 15th Street and Crawford Avenue ,  Anniston ,  Alabama","-85.8501035","33.6636468"
"323","9-Apr-16","New Mexico","Albuquerque","2600 block of Mesa Drive SE",0,4,"N/A","2600 block of Mesa Drive SE ,  Albuquerque ,  New Mexico","-106.6270585","35.0557984"
"324","7-Apr-16","Illinois","Chicago","2200 block of East 70th Place",0,4,"N/A","2200 block of East 70th Place ,  Chicago ,  Illinois","-87.5712641","41.7672555"
"325","31-Mar-16","Illinois","Chicago (Englewood)","6800 block of South Throop",0,4,"N/A","6800 block of South Throop ,  Chicago (Englewood) ,  Illinois","-87.657037","41.770355"
"326","25-Mar-16","Illinois","Chicago","4500 block of West West End Avenue",0,4,"N/A","4500 block of West West End Avenue ,  Chicago ,  Illinois","NA","NA"
"327","25-Mar-16","Colorado","Denver","8501 E. Alameda Avenue",0,4,"N/A","8501 E. Alameda Avenue ,  Denver ,  Colorado","-104.8872076","39.7085939"
"328","21-Mar-16","Illinois","Chicago","5700 block of West Washington Boulevard",0,4,"N/A","5700 block of West Washington Boulevard ,  Chicago ,  Illinois","-87.768658","41.88238"
"329","19-Mar-16","Florida","Plantation","12050 NW 4th Court",1,4,"N/A","12050 NW 4th Court ,  Plantation ,  Florida","-80.3094284","26.1250153"
"330","19-Mar-16","Alabama","Wetumpka","South Shelby Street",2,2,"N/A","South Shelby Street ,  Wetumpka ,  Alabama","-86.2139577","32.5382681"
"331","15-Mar-16","Georgia","Atlanta","Donald Lee Hollowell Drive",0,5,"N/A","Donald Lee Hollowell Drive ,  Atlanta ,  Georgia","-84.459575","33.7768109"
"332","13-Mar-16","Florida","Fort Myers","50 South Road",0,4,"N/A","50 South Road ,  Fort Myers ,  Florida","NA","NA"
"333","12-Mar-16","Oregon","Portland","16126 S.E. Stark St.",0,4,"N/A","16126 S.E. Stark St. ,  Portland ,  Oregon","-122.4970141","45.519067"
"334","12-Mar-16","California","Oakland","Interstate 880",0,4,"N/A","Interstate 880 ,  Oakland ,  California","-122.2747755","37.7985649"
"335","11-Mar-16","Michigan","Detroit","2600 block of Hazelwood",2,2,"N/A","2600 block of Hazelwood ,  Detroit ,  Michigan","-83.1074886","42.3714836"
"336","11-Mar-16","New Jersey","Trenton","Oliver Avenue",0,5,"N/A","Oliver Avenue ,  Trenton ,  New Jersey","NA","NA"
"337","9-Mar-16","Pennsylvania","Pittsburgh","1304 Franklin Ave",5,3,"N/A","1304 Franklin Ave ,  Pittsburgh ,  Pennsylvania","-79.8729304","40.4381811"
"338","8-Mar-16","Texas","San Antonio","Sherman St",2,3,"N/A","Sherman St ,  San Antonio ,  Texas","NA","NA"
"339","7-Mar-16","Louisiana","Lafayette","800 block of Martin Luther King Jr. Drive",0,4,"N/A","800 block of Martin Luther King Jr. Drive ,  Lafayette ,  Louisiana","-92.0247938","30.2495862"
"340","7-Mar-16","Kansas","Kansas City","3000 block of South 36th Street",5,0,"N/A","3000 block of South 36th Street ,  Kansas City ,  Kansas","-94.6698804","39.0475649"
"341","6-Mar-16","Massachusetts","Chelsea","120 Washington Avenue",1,6,"N/A","120 Washington Avenue ,  Chelsea ,  Massachusetts","-71.0319246","42.3968909"
