"","Incident.Date","State","City.Or.County","Address","X..Killed","X..Injured","Operations","fullad","long","lat"
"122","August 15, 2015","California","Los Angeles","57th Street and South Normandie Avenue",0,4,"N/A","57th Street and South Normandie Avenue ,  Los Angeles ,  California","NA","NA"
"123","August 15, 2015","South Carolina","Orangeburg","2868 Bamberg Road",1,3,"N/A","2868 Bamberg Road ,  Orangeburg ,  South Carolina","-80.9089998","33.4788256"
"124","August 10, 2015","California","Long Beach","1700 block of East 10th Street",0,4,"N/A","1700 block of East 10th Street ,  Long Beach ,  California","-118.170906","33.7789722"
"125","August 9, 2015","Mississippi","Forest","Poplar Street",1,3,"N/A","Poplar Street ,  Forest ,  Mississippi","NA","NA"
"126","August 9, 2015","Michigan","Detroit","15200 block of Hazelridge",1,3,"N/A","15200 block of Hazelridge ,  Detroit ,  Michigan","-82.9650327","42.4245629"
"127","August 9, 2015","Missouri","Kansas City","40th Street and Pennsylvania Avenue",0,4,"N/A","40th Street and Pennsylvania Avenue ,  Kansas City ,  Missouri","NA","NA"
"128","August 8, 2015","North Carolina","Gastonia","4908 Greenwood Drive",2,3,"N/A","4908 Greenwood Drive ,  Gastonia ,  North Carolina","-81.2398147","35.1924356"
"129","August 8, 2015","Arkansas","Blytheville","833 Anderson Street",1,11,"N/A","833 Anderson Street ,  Blytheville ,  Arkansas","-89.8966794","35.9193552"
"130","August 8, 2015","Texas","Houston","2211 Falling Oaks",8,0,"N/A","2211 Falling Oaks ,  Houston ,  Texas","-95.4518591","29.9198307"
"131","August 7, 2015","Vermont","Barre (Berlin)","3182 Airport Rd",4,0,"N/A","3182 Airport Rd ,  Barre (Berlin) ,  Vermont","NA","NA"
"132","August 6, 2015","South Carolina","Columbia","1505 Garden Plaza",0,4,"N/A","1505 Garden Plaza ,  Columbia ,  South Carolina","-81.0133479","34.012126"
"133","August 4, 2015","Missouri","Saint Louis","2500 block of Semple",1,4,"N/A","2500 block of Semple ,  Saint Louis ,  Missouri","-90.2690874","38.6719599"
"134","August 3, 2015","New York","Brooklyn","98 Dwight Street",0,5,"N/A","98 Dwight Street ,  Brooklyn ,  New York","-74.0100312","40.6758699"
"135","August 2, 2015","New York","Brooklyn","Stanley Avenue and Crescent Street",0,9,"N/A","Stanley Avenue and Crescent Street ,  Brooklyn ,  New York","-73.8675196","40.6654714"
"136","August 2, 2015","Maryland","Baltimore","2700 block of Garrison Avenue",0,7,"N/A","2700 block of Garrison Avenue ,  Baltimore ,  Maryland","NA","NA"
"137","August 2, 2015","Illinois","Chicago","4800 block of West Kamerling Avenue",1,4,"N/A","4800 block of West Kamerling Avenue ,  Chicago ,  Illinois","-87.7460866","41.9050743"
"138","August 2, 2015","Georgia","Savannah","Barnard Street",0,5,"N/A","Barnard Street ,  Savannah ,  Georgia","-81.1003681","32.0630579"
"139","August 2, 2015","Illinois","Chicago","6700 block of South Winchester Avenue",0,4,"N/A","6700 block of South Winchester Avenue ,  Chicago ,  Illinois","-87.6725184","41.7720758"
"140","August 1, 2015","Florida","Orlando","5801 Shenandoah Way",0,4,"N/A","5801 Shenandoah Way ,  Orlando ,  Florida","-81.307914","28.532374"
"141","July 30, 2015","Pennsylvania","Pittsburgh","Brushton Avenue",0,4,"N/A","Brushton Avenue ,  Pittsburgh ,  Pennsylvania","-79.8885673","40.4583162"
"142","July 27, 2015","Illinois","Rockford","900 block of Kent Street",0,5,"N/A","900 block of Kent Street ,  Rockford ,  Illinois","-89.1089549","42.2637442"
"143","July 26, 2015","Missouri","Kansas City","Thompson and Colorado",2,3,"N/A","Thompson and Colorado ,  Kansas City ,  Missouri","-94.5202055","39.1071089"
"144","July 26, 2015","Louisiana","New Orleans","Piety and Treasure street",0,4,"N/A","Piety and Treasure street ,  New Orleans ,  Louisiana","-90.035043","29.9887049"
"145","July 25, 2015","Virginia","Hopewell","500 block of N. 7th Ave",0,4,"N/A","500 block of N. 7th Ave ,  Hopewell ,  Virginia","-77.2941417","37.3058463"
"146","July 24, 2015","Pennsylvania","Erie","200 block of W 29th St",2,5,"N/A","200 block of W 29th St ,  Erie ,  Pennsylvania","NA","NA"
"147","July 23, 2015","Louisiana","Lafayette","3141 Johnson Street",3,9,"N/A","3141 Johnson Street ,  Lafayette ,  Louisiana","NA","NA"
"148","July 22, 2015","Georgia","Suwanee","5500 block of Old Atlanta Road",5,0,"N/A","5500 block of Old Atlanta Road ,  Suwanee ,  Georgia","-84.1271935","34.0802264"
"149","July 21, 2015","Florida","Miami Gardens","Northwest 25th Avenue and Miami Gardens Drive",1,3,"N/A","Northwest 25th Avenue and Miami Gardens Drive ,  Miami Gardens ,  Florida","-80.2433943","25.9410738"
"150","July 20, 2015","New York","Bronx","E. 153rd St. and the Grand Concourse",0,6,"N/A","E. 153rd St. and the Grand Concourse ,  Bronx ,  New York","-73.9256347","40.8211462"
"151","July 19, 2015","Virginia","Suffolk","100 block of North Capitol Street",0,4,"N/A","100 block of North Capitol Street ,  Suffolk ,  Virginia","-76.5677611","36.7257222"
"152","July 19, 2015","Kentucky","Louisville","2928 W Kentucky St",0,6,"N/A","2928 W Kentucky St ,  Louisville ,  Kentucky","-85.8023972","38.2436435"
"153","July 19, 2015","North Carolina","Rocky Mount","Interstate 64 and Raliegh Street",0,4,"N/A","Interstate 64 and Raliegh Street ,  Rocky Mount ,  North Carolina","NA","NA"
"154","July 18, 2015","California","San Diego","200 block of South Bancroft Street",0,4,"N/A","200 block of South Bancroft Street ,  San Diego ,  California","-117.1239213","32.7043325"
"155","July 18, 2015","California","Santa Paula","Ojai-Santa Paula Street",0,5,"N/A","Ojai-Santa Paula Street ,  Santa Paula ,  California","-119.0830164","34.4063876"
"156","July 18, 2015","Oregon","Salem","1550 Weston Ct NE",1,4,"N/A","1550 Weston Ct NE ,  Salem ,  Oregon","-122.9911356","44.9488769"
"157","July 18, 2015","Louisiana","Baton Rouge","300 block of Brice Street",2,2,"N/A","300 block of Brice Street ,  Baton Rouge ,  Louisiana","-91.1709962","30.4456985"
"158","July 17, 2015","Illinois","Chicago","4400 block of W. Maypole",0,5,"N/A","4400 block of W. Maypole ,  Chicago ,  Illinois","-87.7358389","41.8845549"
"159","July 17, 2015","Ohio","Cincinnati (Westwood)","3100 block of Sunshine Avenue",0,4,"N/A","3100 block of Sunshine Avenue ,  Cincinnati (Westwood) ,  Ohio","-84.5788865","39.1436051"
"160","July 16, 2015","Tennessee","Chattanooga","4051 Amnicola Highway",6,2,"N/A","4051 Amnicola Highway ,  Chattanooga ,  Tennessee","-85.2534476","35.0950899"
"161","July 16, 2015","Texas","Dallas","Singleton and Hampton",0,5,"N/A","Singleton and Hampton ,  Dallas ,  Texas","NA","NA"
"162","July 15, 2015","Georgia","Atlanta","500 block of Center Hill Avenue",0,5,"N/A","500 block of Center Hill Avenue ,  Atlanta ,  Georgia","NA","NA"
"163","July 15, 2015","Maryland","Baltimore","3500 block of West Garrison Boulevard",1,3,"N/A","3500 block of West Garrison Boulevard ,  Baltimore ,  Maryland","NA","NA"
"164","July 15, 2015","Ohio","Cleveland","700 block of Thornhill",0,7,"N/A","700 block of Thornhill ,  Cleveland ,  Ohio","-81.6018428","41.5376373"
"165","July 15, 2015","Michigan","Detroit","9200 block of Memorial",0,4,"N/A","9200 block of Memorial ,  Detroit ,  Michigan","NA","NA"
"166","July 15, 2015","South Carolina","Holly Hill","7050 Old State Road",4,1,"N/A","7050 Old State Road ,  Holly Hill ,  South Carolina","-80.450021","33.346705"
"167","July 14, 2015","Missouri","Saint Louis","1100 block of Riverview",0,4,"N/A","1100 block of Riverview ,  Saint Louis ,  Missouri","NA","NA"
"168","July 13, 2015","California","Norwalk","11959 162nd Street",0,4,"N/A","11959 162nd Street ,  Norwalk ,  California","-118.0777371","33.8844449"
"169","July 13, 2015","California","Stockton","400 block of McCloud Avenue",1,4,"N/A","400 block of McCloud Avenue ,  Stockton ,  California","-121.291344","37.9711062"
